Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Norway,58.56154899,58.89494297,59.2291805,59.56426338,59.90023983,60.23711656,60.5748373,60.91337053,61.25272549,61.59292008,61.93395739,62.27569439,62.61814245,62.96143165,63.305572,63.65054922,63.99637237,64.34303832,64.69055165,65.038926,65.38813799,,
Nepal,9.12794728,11.35443284,12.91434336,14.51576321,16.15840042,17.84196037,19.56614071,21.33067004,23.1351786,24.97934304,26.86283221,28.78532019,30.74644232,32.74574866,34.78278188,36.85708854,38.9681496,41.1154797,43.29851891,45.51677912,48.64083656,,
New Zealand,74.38479966,74.93483797,75.48660676,76.04010174,76.59532294,77.15227454,77.71095374,78.27135782,78.83349224,79.39735158,79.96293988,80.53025844,81.09930065,81.14355385,81.18582771,81.22610678,81.264409,81.30071781,81.33504336,81.37003053,82.19090813,,
Peru,10.65352443,12.33495746,14.06601551,15.84621565,17.67500706,19.55181157,21.47624975,23.44769305,25.45390696,27.4986565,29.5867664,31.71782788,33.89185843,36.10843125,38.36746413,40.66890798,43.01230098,45.39758923,47.82568336,50.29633874,52.80961836,,
Philippines,43.17556694,43.52262482,43.87050891,44.21921898,44.56875545,44.9191181,45.2703069,46.22159537,47.18619939,48.16415377,49.15443034,50.24239538,51.35972448,52.48718451,53.62477569,54.77230402,55.92972932,57.0956432,58.26934487,59.45034649,60.63807215,,
Poland,79.27167312,79.901623,80.52546174,81.11215081,81.75841413,82.40894304,83.06255315,83.71876075,84.37759579,85.03951283,85.70428767,86.37192487,87.03980893,87.71099039,88.38511039,89.06251536,89.74680971,90.15793759,90.35071493,90.48484629,90.54196321,,
Puerto Rico,32.5385126,32.53629579,32.53407898,32.53186216,32.52964535,32.52742854,32.52521173,32.52299492,32.5207781,32.51856129,32.51634448,32.51412767,32.51191086,32.50969404,32.50916088,32.50916088,32.50916088,32.50916088,32.50916088,32.50916088,32.50916088,,
Portugal,50.66800869,50.83873125,51.00560766,51.1706606,53.34088321,55.52606291,57.72654394,59.94185902,62.17196655,64.41629085,66.67505885,68.94796515,71.23466536,73.53443323,75.84735746,78.1730268,80.51119333,82.78225037,84.83351595,84.95823014,85.0813595,,
Paraguay,43.98110071,44.94455986,45.88077244,46.77562358,47.65475184,48.52294749,49.38019903,50.22657678,51.06215774,51.88697503,52.70109861,53.50459838,54.29749062,55.0820425,55.85809387,56.62507469,57.3829395,58.12856063,58.82281712,59.52012529,60.12617184,,
West Bank and Gaza,43.62120901,43.75707035,43.89331174,44.02911339,44.35457637,44.74230386,45.67212889,47.11928063,48.5733647,50.0372815,51.51107916,52.99405464,54.4858885,55.98624299,57.49478252,59.01085561,60.53415014,62.06461286,63.60135515,65.14457918,66.69318249,,
Post-demographic dividend,84.20215485,84.40968162,84.63433102,84.86279287,85.15705028,85.47544052,85.7897157,86.10339346,86.4203806,86.8403081,87.26008988,87.67087148,88.0883774,88.49645028,88.89859705,89.26365086,89.61907265,89.95684075,90.27067874,90.58998035,90.71345515,,
Qatar,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,74,76.9,79.8,82.7,85.6,88.5,91.4,94.3,97.2,97.2,97.2,97.2,,
Romania,,51.9938812,51.97230977,52.01186063,52.82377689,53.69210189,55.27869633,56.93866008,58.67188399,60.47825864,62.35767609,64.31002278,66.3035304,68.35781158,70.48701356,72.69717227,74.98827061,77.35901664,79.80953656,82.33872542,83.14104863,,
Russian Federation,55.37526677,55.64392559,55.91328322,56.19029565,56.47024561,56.75071524,57.03170168,57.31319887,57.59520989,57.87756867,58.16059986,58.44413927,58.73026265,59.01865454,59.30944688,59.60218895,59.89685221,60.19327141,60.49115466,60.65421562,60.81736623,,
South Asia,9.061379074,10.1775599,11.39062408,13.14092207,15.29181019,17.07868209,18.8615576,20.70741059,22.55774575,24.41308015,26.27363409,28.13908238,30.00904878,31.8827335,33.75960759,35.63921626,37.52129923,39.40525658,41.20356074,42.98776694,44.78040243,,
Saudi Arabia,37.28527113,37.28527113,37.28527113,38.49665054,39.70802996,40.91940937,42.13078879,43.3421682,44.55354762,45.76492703,46.97630645,48.18768586,49.39906528,50.61044469,51.82182411,53.03320352,54.24458293,55.45596235,56.60731319,57.84887229,59.11357539,,
Senegal,13.95497187,14.2940866,14.63925679,14.9868961,15.33464364,15.68024181,16.02363923,16.36475968,16.7035364,17.03991637,17.67660035,18.32118637,18.97369368,19.63411955,20.3024708,20.97874665,21.66300532,22.35530807,23.05570889,23.76426935,24.12373836,,
Singapore,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Sierra Leone,8.754886267,9.025286617,9.296184108,9.567579773,9.814651843,10.06994828,10.33220732,10.59521368,10.85889068,11.12304167,11.38759339,11.65258804,11.91794768,12.18336482,12.44899359,12.71464273,12.98034479,13.24676127,13.51397705,13.78175184,14.04994901,,
San Marino,70.3715,70.3715,70.3715,70.3715,70.3715,70.3715,70.3715,70.3715,70.3715,70.3715,70.3715,70.3715,70.3715,70.3715,70.3715,70.3715,70.3715,70.3715,70.3715,70.3715,70.3715,,
Somalia,15.63945372,16.1518236,16.66339479,17.27970114,17.8950733,18.73471509,19.56878562,19.4776798,20.53167246,21.60144962,22.68708445,23.78602649,24.60296685,25.43063619,26.26924638,27.11873811,27.9790365,28.8495718,29.7302541,30.62027551,31.51954306,,
Serbia,22.76739432,22.40871639,22.05312151,21.7007764,21.35118582,20.9923978,20.71626171,20.44313655,20.17332053,19.90669626,19.6433945,19.38878773,19.19874028,19.01331061,18.82964332,18.6479067,18.46798096,18.28920415,18.10589629,18.22948719,18.3538438,,
Sub-Saharan Africa,14.33408494,14.58703713,14.91395058,15.2520135,15.59130838,15.97366856,16.35553193,16.73257448,17.1286907,17.50532346,17.88885463,18.12652537,18.50681285,18.88842358,19.27223392,19.65921825,20.04786429,20.43409074,20.71300279,21.04170695,21.28087062,,
Sao Tome and Principe,12.65635366,13.72840075,14.81867034,15.91375321,17.01092157,18.07229649,19.14245417,20.22075438,21.30656861,22.39898353,23.49769521,24.60197624,25.71140334,26.82325371,27.93752832,29.05384394,30.17199252,31.29180774,32.41314828,33.53591118,34.66002275,,
Suriname,29.46502986,29.70744826,29.94854128,30.18857289,30.42741614,30.12066231,29.81153185,29.49834386,29.18094451,28.85917719,28.53333707,28.20326493,27.86895969,27.53041248,27.18519424,26.83321407,26.47466859,26.10961233,25.73796269,25.36006018,25.18060241,,
Slovak Republic,85.61894463,85.61831041,85.60398158,85.4437307,85.17187816,84.89996661,84.62787424,84.35572164,84.08363339,83.81136478,83.52347717,83.23649439,82.96517297,82.6938247,82.42245221,82.31967293,82.22059505,82.12518895,82.02627838,81.93098819,81.93498231,,
Slovenia,24.69443026,26.72192345,28.80603237,30.94675702,33.14409739,35.40524102,37.72338126,40.0985181,42.53065154,45.01978158,47.56590823,50.16903148,52.82915133,55.54626778,58.32038084,61.41714762,65.21045217,68.07094176,69.23002672,70.38911168,71.54819663,,
Sweden,92.9794145,93.04732631,93.11634789,93.18537726,93.2542755,93.32304405,93.39504292,93.4699943,93.61668288,93.75016349,93.88175299,94.01674339,94.15444583,94.28948204,94.42198503,94.55197972,94.67042316,94.78554161,94.85217437,94.91781768,94.93116239,,
Chad,8.60256928,8.625477197,8.646667278,8.668336687,8.690354559,8.712721622,8.735437119,8.758663425,8.782082065,8.834288152,8.895495427,8.966240509,9.047280285,9.138990094,9.241946941,9.356973052,9.484698858,9.625769072,9.781107203,9.951135834,10.13711759,,
East Asia & Pacific (IDA & IBRD countries),17.27749792,17.67806423,18.50698769,20.38219778,22.38999916,24.53033278,26.78285508,29.18240993,31.70259821,34.3237675,37.05976166,39.88327919,42.7953034,45.80077793,48.89772171,52.07893303,55.34453861,58.70105102,62.12323177,65.33638787,66.80174682,,
Europe & Central Asia (IDA & IBRD countries),55.66449697,55.67413847,56.04725783,56.41370919,56.94270888,57.47789791,58.01517431,58.5847474,59.14894578,60.03620156,60.94604723,61.86960857,62.78822545,63.69692666,64.60149614,65.46433554,66.31374641,67.15548776,67.95533093,68.50456526,70.01693315,,
Togo,5.534385778,5.71613038,5.89863863,6.081562793,6.265199146,6.445433433,6.625022051,6.806524365,6.989899173,7.174695269,7.361118863,7.550551024,7.742055644,7.934418179,8.127651473,8.321616697,8.516427013,8.711846393,8.907705985,9.103834173,9.134181091,,
Thailand,19.92458619,20.05491674,20.18837832,20.33723525,20.50081266,20.83306438,21.170625,21.51336084,21.86139241,22.2145,22.57295996,22.90759893,23.2398738,23.57552282,23.91465201,24.25724286,24.60270448,24.94249122,25.28339393,25.60781395,25.93233521,,
Latin America & the Caribbean (IDA & IBRD countries),29.96614932,30.34843754,30.72867693,31.51065189,32.35051733,32.57919961,33.38241103,34.20343838,35.0313361,35.86389748,36.72871781,37.61438793,38.69888924,39.80048448,40.92007683,42.05574147,43.2085996,43.77157069,45.0508981,46.36188505,47.60826854,,
Middle East & North Africa (IDA & IBRD countries),39.29165649,39.41159312,39.5780661,39.72446477,40.13188644,40.5093605,40.92950825,41.3463986,41.70304041,42.05969578,42.42318903,42.83532519,43.21405719,43.5723369,43.9975275,44.48256596,45.04194574,45.575571,46.07577862,46.53197436,46.84910783,,
Tonga,33.24482548,33.24307437,33.24138237,33.23963139,33.23788158,33.78822907,34.3381525,34.88660038,35.43356344,35.97228477,36.41198999,36.34107512,36.14073249,35.84877537,35.55715146,35.26561548,34.97427521,34.68312286,34.39018887,34.09544742,33.79848179,,
South Asia (IDA & IBRD),7.83996689,9.105054126,10.40625034,12.19236437,14.37638058,16.22158334,18.07024807,19.97552978,21.88968868,23.81297592,25.7460885,27.68770471,29.63738139,31.59428123,33.55763297,35.52673391,37.50102654,39.47965249,41.38678209,43.29156862,45.2088143,,
Tunisia,54.32867657,55.13118286,56.16356304,57.51901887,58.88008982,60.22148683,61.57709816,62.94589104,64.32807405,65.72345586,67.13144299,68.55261662,69.98637881,71.43182927,72.88986104,74.36254533,75.84910852,77.34910318,78.48172074,79.61799057,80.75702279,,
Turkiye,58.97259476,59.0376157,59.61046791,60.17073637,61.4172572,62.66177435,63.90442119,65.01511692,66.1339721,67.260423,68.39420636,69.53491062,70.6822529,71.83552661,72.99465403,74.15937825,75.32950475,76.50481763,77.68516892,78.06227165,78.42842829,,
Tuvalu,,4.741816934,4.742182556,4.742905812,4.743812766,4.744718833,5.041499462,5.330469394,5.611628653,5.885049226,6.150751889,6.408771122,6.659141442,6.50481613,6.195572325,6.174528522,6.154131175,6.134402761,6.115298329,,,,
Tanzania,4.687665867,5.915949964,7.14860262,8.398327378,9.640954582,10.88696901,12.14439713,13.40593143,14.67210672,15.81176345,16.93562275,17.97844691,18.99554088,20.01674595,21.04205092,22.07175817,23.10593379,24.1449869,25.18909089,26.23827758,26.32853154,,
Ukraine,42.25100097,42.36141509,42.83853218,43.30769652,43.79619849,44.28034585,44.76659008,45.2526706,45.73839854,48.56326727,51.38794236,54.19714552,56.99066912,59.74003524,62.41621185,64.83414272,67.25893125,69.68638742,71.98945318,71.97733771,71.96382102,,
United States,97.508241,97.57210272,97.63605082,97.7000783,97.76418841,97.8283804,97.89264968,97.95699817,98.02142764,98.08593485,98.13517396,98.18494766,98.2352578,98.28612717,98.33755989,98.32452877,98.31176198,98.29928582,98.28709462,98.27522266,98.26364733,,
"Venezuela, RB",,,,,,21.81022469,21.56402461,21.31946637,21.07656859,20.72693561,20.93963143,21.15232725,21.36502306,21.57771888,21.7904147,22.00311052,22.21580634,22.42850216,22.64119797,22.85389379,23.06658961,,
World,28.64200505,29.14237842,29.74735606,30.85363766,32.14210992,33.25609031,34.51485307,35.82648636,37.1665911,38.54113228,39.94651941,41.31173672,42.75109581,44.20315557,45.66786078,47.14433669,48.6317289,50.12443206,51.58634051,53.02257121,53.9501463,,
Samoa,47.82975879,47.81901745,47.83400776,47.86268697,47.89112982,48.06377249,48.23681677,48.40977357,48.33979685,48.27012427,48.20075591,48.13180091,48.06493129,47.99940824,47.9340833,47.86920748,47.80464214,47.74011009,47.6734285,47.69878833,47.72143687,,
"Yemen, Rep.",24.77158851,24.8906761,25.0115449,24.62637412,24.10349857,23.48498636,22.86442038,22.24149394,21.61612063,20.9882113,20.3576839,19.72430733,19.08802912,18.44893568,17.80669992,17.43173948,17.72453633,18.01167564,18.29296749,18.56846192,18.83797863,,
Zimbabwe,30.36642958,30.33755841,30.36326532,30.39669299,30.43612022,30.13274429,29.83106015,29.53096757,29.23253016,28.93564191,28.64037306,28.34660816,28.05442527,27.76370358,27.47101543,27.17584196,26.87790899,26.57682351,26.27207327,25.96354376,25.65058817,,
